id,customer_id,customer_name,amount,payment_method,error_code,error_category,retry_count,created_at,customer_tenure_days,language_pref
txn_00102,cust_5668,Neha,18856.91,upi,do_not_honor,soft_decline,2,2026-08-06T18:43:00,255,hi-en
txn_00103,cust_9239,Anika,314.25,card,insufficient_funds,soft_decline,0,2026-08-07T18:53:00,323,hi-en
txn_00104,cust_5670,Diya,10000.06,card,expired_card,hard_decline,0,2026-08-13T02:45:00,576,en
txn_00105,cust_7126,Pooja,561.02,card,network_drop,transient,2,2026-08-10T09:31:00,209,hi-en
txn_00106,cust_8685,Ananya,21783.53,card,gateway_timeout,transient,0,2026-08-12T03:01:00,101,en
txn_00107,cust_1782,Diya,15976.08,card,insufficient_funds,soft_decline,1,2026-08-08T05:28:00,87,hi-en
txn_00108,cust_1025,Arjun,14996.58,upi,do_not_honor,soft_decline,0,2026-08-08T00:04:00,861,en
txn_00109,cust_7397,Aarav,696.93,upi,gateway_timeout,transient,3,2026-08-13T23:38:00,1976,en
txn_00110,cust_1726,Ananya,434.97,card,gateway_timeout,transient,0,2026-08-08T22:35:00,578,en
txn_00111,cust_5807,Vivaan,3738.05,card,velocity_limit,soft_decline,1,2026-08-11T18:57:00,495,hi-en
txn_00112,cust_5476,Priya,12964.48,card,card_stolen_lost,hard_decline,0,2026-08-02T11:06:00,362,en
txn_00113,cust_2293,Arjun,767.98,card,card_stolen_lost,hard_decline,0,2026-08-03T06:07:00,219,hi-en
txn_00114,cust_1693,Neha,1410.29,upi,insufficient_funds,soft_decline,0,2026-08-09T08:59:00,707,hi-en
txn_00115,cust_3339,Aarav,490.45,upi,do_not_honor,soft_decline,0,2026-08-05T00:22:00,238,hi-en
txn_00116,cust_7095,Rohan,1943.75,card,network_drop,transient,0,2026-08-11T14:43:00,18,en
txn_00117,cust_5288,Diya,429.25,upi,insufficient_funds,soft_decline,0,2026-08-14T03:44:00,286,hi-en
txn_00118,cust_6236,Ishaan,649.69,upi,insufficient_funds,soft_decline,0,2026-08-11T12:05:00,27,hi-en
txn_00119,cust_4292,Diya,8150.1,upi,do_not_honor,soft_decline,3,2026-08-06T11:27:00,120,en
txn_00120,cust_7730,Pooja,14348.12,upi,network_drop,transient,0,2026-08-12T06:24:00,75,hi-en
txn_00121,cust_9238,Arjun,13999.49,netbanking,insufficient_funds,soft_decline,1,2026-08-04T07:28:00,313,en
txn_00122,cust_5496,Sara,11453.22,card,insufficient_funds,soft_decline,0,2026-08-07T01:51:00,947,en
txn_00123,cust_1464,Vivaan,551.32,card,do_not_honor,soft_decline,0,2026-08-14T04:48:00,1057,hi-en
txn_00124,cust_5012,Karan,16442.74,upi,invalid_cvv,user_error,1,2026-08-08T05:59:00,352,hi-en
txn_00125,cust_7532,Rohan,1239.59,card,gateway_timeout,transient,1,2026-08-08T15:23:00,341,en
txn_00126,cust_3616,Reyansh,386.2,upi,do_not_honor,soft_decline,0,2026-08-10T21:21:00,1152,hi-en
txn_00127,cust_8491,Pooja,1637.21,netbanking,invalid_cvv,user_error,1,2026-08-10T07:45:00,9,en
txn_00128,cust_5333,Ananya,22646.79,upi,gateway_timeout,transient,1,2026-08-11T04:20:00,382,hi-en
txn_00129,cust_2946,Rahul,8893.11,card,gateway_timeout,transient,0,2026-08-07T17:45:00,1288,en
txn_00130,cust_6456,Ananya,987.11,upi,gateway_timeout,transient,0,2026-08-02T06:15:00,16,en
txn_00131,cust_9025,Aditya,1558.98,upi,insufficient_funds,soft_decline,0,2026-08-12T23:22:00,184,en
txn_00132,cust_4728,Sneha,24597.96,upi,expired_card,hard_decline,0,2026-08-07T10:00:00,353,en
txn_00133,cust_1310,Sara,665.12,card,insufficient_funds,soft_decline,2,2026-08-03T21:01:00,1538,en
txn_00134,cust_6325,Aditya,3006.78,netbanking,gateway_timeout,transient,2,2026-08-06T02:14:00,23,en
txn_00135,cust_5038,Sara,15662.54,card,gateway_timeout,transient,0,2026-08-12T09:25:00,360,en
txn_00136,cust_2996,Vihaan,19098.02,upi,account_closed,hard_decline,1,2026-08-07T14:20:00,276,en
txn_00137,cust_4505,Karan,454.08,card,card_stolen_lost,hard_decline,0,2026-08-07T05:03:00,1075,en
txn_00138,cust_7771,Diya,17313.54,card,account_closed,hard_decline,0,2026-08-02T13:40:00,302,en
txn_00139,cust_5676,Priya,222.72,upi,velocity_limit,soft_decline,1,2026-08-07T21:52:00,1343,hi-en
txn_00140,cust_9116,Anika,615.72,card,insufficient_funds,soft_decline,3,2026-08-02T04:50:00,726,hi-en
txn_00141,cust_9092,Pooja,10967.84,upi,expired_card,hard_decline,0,2026-08-13T17:42:00,1296,en
txn_00142,cust_4164,Sneha,11613.68,card,network_drop,transient,1,2026-08-08T02:07:00,394,hi-en
txn_00143,cust_7284,Myra,6734.76,card,card_stolen_lost,hard_decline,0,2026-08-01T12:43:00,1028,hi-en
txn_00144,cust_7642,Kabir,5228.71,upi,restricted_card,hard_decline,0,2026-08-08T08:33:00,7,hi-en
txn_00145,cust_7121,Rahul,3760.47,card,card_stolen_lost,hard_decline,0,2026-08-11T17:28:00,143,en
txn_00146,cust_2838,Ishaan,582.77,card,network_drop,transient,1,2026-08-09T14:34:00,72,en
txn_00147,cust_8298,Pooja,11562.35,upi,network_drop,transient,1,2026-08-03T10:39:00,136,en
txn_00148,cust_1742,Ishaan,1230.89,card,network_drop,transient,2,2026-08-14T12:50:00,372,hi-en
txn_00149,cust_7266,Rohan,4575.98,card,do_not_honor,soft_decline,0,2026-08-10T22:34:00,13,hi-en
txn_00150,cust_3086,Pooja,171.22,upi,gateway_timeout,transient,1,2026-08-10T07:39:00,731,en
txn_00151,cust_4088,Myra,18470.0,netbanking,insufficient_funds,soft_decline,1,2026-08-04T21:43:00,148,hi-en
txn_00152,cust_5009,Vivaan,827.53,upi,insufficient_funds,soft_decline,0,2026-08-14T23:28:00,2,en
txn_00153,cust_5944,Reyansh,6128.88,upi,insufficient_funds,soft_decline,3,2026-08-08T16:07:00,325,hi-en
txn_00154,cust_1768,Karan,16134.36,netbanking,do_not_honor,soft_decline,2,2026-08-14T00:34:00,1648,hi-en
txn_00155,cust_3365,Vihaan,806.22,upi,velocity_limit,soft_decline,0,2026-08-06T12:04:00,306,hi-en
txn_00156,cust_9775,Ishaan,970.01,upi,do_not_honor,soft_decline,0,2026-08-09T19:39:00,527,en
txn_00157,cust_1251,Vihaan,705.3,card,insufficient_funds,soft_decline,2,2026-08-08T22:50:00,317,en
txn_00158,cust_8639,Anika,23288.83,card,invalid_cvv,user_error,1,2026-08-07T19:35:00,234,en
txn_00159,cust_4625,Vivaan,6972.16,upi,insufficient_funds,soft_decline,1,2026-08-10T19:03:00,194,en
txn_00160,cust_9005,Myra,624.63,netbanking,do_not_honor,soft_decline,0,2026-08-09T01:21:00,322,hi-en
txn_00161,cust_2217,Vivaan,8385.31,netbanking,network_drop,transient,1,2026-08-13T07:08:00,1680,hi-en
txn_00162,cust_1257,Karan,9628.67,card,invalid_cvv,user_error,0,2026-08-12T08:53:00,289,en
txn_00163,cust_3439,Pooja,575.48,card,insufficient_funds,soft_decline,1,2026-08-03T13:36:00,22,hi-en
txn_00164,cust_2531,Vivaan,4178.95,card,insufficient_funds,soft_decline,1,2026-08-03T05:01:00,980,en
txn_00165,cust_4463,Reyansh,3810.68,netbanking,network_drop,transient,1,2026-08-02T08:14:00,561,hi-en
txn_00166,cust_4394,Aarav,4695.71,upi,do_not_honor,soft_decline,2,2026-08-08T12:45:00,733,hi-en
txn_00167,cust_3292,Anika,457.47,upi,invalid_cvv,user_error,1,2026-08-08T22:10:00,1752,hi-en
txn_00168,cust_6347,Anika,769.91,card,insufficient_funds,soft_decline,2,2026-08-14T22:16:00,340,en
txn_00169,cust_2204,Reyansh,2422.89,card,risk_block,compliance_block,0,2026-08-08T02:18:00,541,en
txn_00170,cust_3170,Diya,669.51,card,invalid_cvv,user_error,0,2026-08-07T12:19:00,188,en
txn_00171,cust_2387,Anika,6792.38,upi,do_not_honor,soft_decline,0,2026-08-10T18:59:00,19,en
txn_00172,cust_5521,Arjun,317.47,card,risk_block,compliance_block,0,2026-08-05T04:19:00,9,en
txn_00173,cust_7224,Priya,17500.67,upi,insufficient_funds,soft_decline,1,2026-08-10T09:06:00,85,en
txn_00174,cust_5775,Priya,832.93,upi,gateway_timeout,transient,0,2026-08-10T10:29:00,133,hi-en
txn_00175,cust_1440,Kabir,2303.22,netbanking,restricted_card,hard_decline,0,2026-08-13T18:59:00,319,en
txn_00176,cust_7176,Arjun,2165.03,card,invalid_cvv,user_error,1,2026-08-04T21:10:00,355,hi-en
txn_00177,cust_2392,Rahul,23407.84,card,network_drop,transient,1,2026-08-13T14:13:00,1802,en
txn_00178,cust_5239,Diya,16264.41,card,velocity_limit,soft_decline,1,2026-08-01T14:45:00,200,hi-en
txn_00179,cust_2712,Karan,1883.91,card,do_not_honor,soft_decline,2,2026-08-01T22:24:00,287,hi-en
txn_00180,cust_8412,Neha,3919.87,card,insufficient_funds,soft_decline,1,2026-08-03T14:18:00,297,en
txn_00181,cust_7985,Priya,17959.4,netbanking,expired_card,hard_decline,1,2026-08-05T00:27:00,29,en
txn_00182,cust_4519,Aarav,265.01,card,gateway_timeout,transient,2,2026-08-10T05:21:00,132,hi-en
txn_00183,cust_6134,Pooja,155.31,upi,expired_card,hard_decline,0,2026-08-12T12:19:00,265,hi-en
txn_00184,cust_2931,Priya,17347.25,card,do_not_honor,soft_decline,2,2026-08-04T10:09:00,9,en
txn_00185,cust_3733,Aditya,16928.52,card,gateway_timeout,transient,0,2026-08-05T07:36:00,280,en
txn_00186,cust_9056,Arjun,504.9,card,gateway_timeout,transient,1,2026-08-12T15:19:00,227,hi-en
txn_00187,cust_9115,Sneha,1123.41,card,network_drop,transient,0,2026-08-11T18:45:00,7,en
txn_00188,cust_5877,Reyansh,796.6,upi,insufficient_funds,soft_decline,2,2026-08-03T16:55:00,813,en
txn_00189,cust_8015,Rahul,874.98,card,insufficient_funds,soft_decline,2,2026-08-09T08:29:00,138,en
txn_00190,cust_9428,Myra,1237.37,netbanking,insufficient_funds,soft_decline,1,2026-08-14T09:47:00,196,hi-en
txn_00191,cust_7434,Reyansh,4141.98,card,insufficient_funds,soft_decline,2,2026-08-08T16:54:00,4,en
txn_00192,cust_8996,Neha,471.8,card,insufficient_funds,soft_decline,1,2026-08-09T18:33:00,1788,en
txn_00193,cust_4470,Arjun,14168.99,card,invalid_cvv,user_error,1,2026-08-06T07:57:00,63,en
txn_00194,cust_3035,Aarav,1522.25,netbanking,gateway_timeout,transient,2,2026-08-11T19:59:00,24,en
txn_00195,cust_2350,Myra,991.65,card,network_drop,transient,2,2026-08-09T13:50:00,9,hi-en
txn_00196,cust_4705,Ananya,455.71,card,insufficient_funds,soft_decline,1,2026-08-03T03:33:00,79,en
txn_00197,cust_6133,Diya,22206.81,card,insufficient_funds,soft_decline,0,2026-08-03T16:56:00,2,en
txn_00198,cust_6753,Neha,17831.52,upi,gateway_timeout,transient,0,2026-08-05T02:37:00,319,hi-en
txn_00199,cust_6152,Arjun,469.54,upi,insufficient_funds,soft_decline,2,2026-08-09T08:59:00,1573,en
txn_00200,cust_9348,Pooja,3403.4,card,velocity_limit,soft_decline,2,2026-08-06T01:12:00,1714,en
txn_00201,cust_6185,Rohan,4174.32,card,velocity_limit,soft_decline,0,2026-08-01T15:35:00,15,hi-en
txn_00202,cust_9300,Anika,427.87,card,do_not_honor,soft_decline,0,2026-08-02T18:01:00,38,hi-en
txn_00203,cust_9788,Ananya,17810.75,card,invalid_cvv,user_error,1,2026-08-05T23:58:00,8,en
txn_00204,cust_8428,Diya,3571.98,upi,invalid_cvv,user_error,2,2026-08-11T06:17:00,153,en
txn_00205,cust_7092,Kabir,691.25,card,velocity_limit,soft_decline,2,2026-08-07T06:35:00,285,hi-en
txn_00206,cust_8457,Karan,4084.95,card,insufficient_funds,soft_decline,0,2026-08-03T03:05:00,1824,en
txn_00207,cust_5006,Aarav,20466.58,card,expired_card,hard_decline,0,2026-08-02T09:03:00,147,en
txn_00208,cust_2276,Myra,5707.27,upi,account_closed,hard_decline,1,2026-08-08T15:43:00,145,en
txn_00209,cust_2415,Priya,146.4,upi,velocity_limit,soft_decline,3,2026-08-08T10:40:00,944,en
txn_00210,cust_1104,Ananya,2215.33,netbanking,insufficient_funds,soft_decline,0,2026-08-06T22:52:00,1866,en
txn_00211,cust_9680,Sara,3773.15,netbanking,do_not_honor,soft_decline,0,2026-08-03T17:46:00,1877,en
txn_00212,cust_2391,Neha,974.3,upi,restricted_card,hard_decline,1,2026-08-09T20:25:00,1211,en
txn_00213,cust_6211,Priya,6245.66,card,do_not_honor,soft_decline,3,2026-08-10T07:36:00,900,en
txn_00214,cust_8404,Sara,221.5,card,account_closed,hard_decline,0,2026-08-09T12:40:00,14,en
txn_00215,cust_7492,Rohan,21527.73,card,insufficient_funds,soft_decline,1,2026-08-07T00:33:00,6,hi-en
txn_00216,cust_1195,Diya,1124.3,card,insufficient_funds,soft_decline,1,2026-08-04T13:20:00,158,hi-en
txn_00217,cust_8265,Sara,18725.71,upi,insufficient_funds,soft_decline,0,2026-08-02T20:12:00,18,en
txn_00218,cust_7990,Anika,827.0,card,expired_card,hard_decline,0,2026-08-02T01:06:00,252,en
txn_00219,cust_1999,Karan,5692.99,card,insufficient_funds,soft_decline,1,2026-08-13T21:44:00,182,en
txn_00220,cust_9231,Rohan,9982.96,card,gateway_timeout,transient,2,2026-08-12T09:41:00,214,en
txn_00221,cust_2640,Kabir,1117.18,card,insufficient_funds,soft_decline,0,2026-08-06T16:07:00,1098,en
txn_00222,cust_4875,Kabir,811.11,upi,do_not_honor,soft_decline,1,2026-08-05T07:52:00,1092,hi-en
txn_00223,cust_1621,Karan,19011.22,card,velocity_limit,soft_decline,1,2026-08-05T08:52:00,127,en
txn_00224,cust_3320,Sneha,572.8,upi,insufficient_funds,soft_decline,2,2026-08-04T17:40:00,10,hi-en
txn_00225,cust_8982,Arjun,2493.99,upi,expired_card,hard_decline,0,2026-08-04T23:01:00,10,en
txn_00226,cust_3911,Ananya,723.2,upi,restricted_card,hard_decline,0,2026-08-08T01:50:00,120,hi-en
txn_00227,cust_3304,Karan,451.44,card,account_closed,hard_decline,0,2026-08-03T17:51:00,344,en
txn_00228,cust_2110,Reyansh,24261.59,card,gateway_timeout,transient,1,2026-08-06T03:30:00,23,hi-en
txn_00229,cust_4695,Karan,142.33,card,invalid_cvv,user_error,2,2026-08-03T16:23:00,224,en
txn_00230,cust_6536,Ishaan,364.42,upi,expired_card,hard_decline,0,2026-08-13T19:45:00,695,hi-en
txn_00231,cust_9849,Aditya,4768.83,card,network_drop,transient,0,2026-08-10T16:31:00,786,en
txn_00232,cust_4271,Karan,143.67,card,insufficient_funds,soft_decline,0,2026-08-15T00:47:00,249,en
txn_00233,cust_7078,Kabir,2893.81,upi,do_not_honor,soft_decline,1,2026-08-10T04:38:00,166,en
txn_00234,cust_4727,Arjun,2859.77,upi,network_drop,transient,1,2026-08-13T16:42:00,541,hi-en
txn_00235,cust_9467,Pooja,3141.52,upi,expired_card,hard_decline,0,2026-08-02T03:57:00,7,hi-en
txn_00236,cust_4308,Arjun,207.25,netbanking,do_not_honor,soft_decline,3,2026-08-03T03:47:00,25,hi-en
txn_00237,cust_8506,Pooja,331.1,netbanking,expired_card,hard_decline,0,2026-08-07T15:50:00,234,en
txn_00238,cust_2654,Diya,627.82,upi,invalid_cvv,user_error,0,2026-08-03T15:43:00,1919,hi-en
txn_00239,cust_1635,Anika,18095.75,card,card_stolen_lost,hard_decline,0,2026-08-15T05:24:00,119,hi-en
txn_00240,cust_4734,Diya,2900.4,card,velocity_limit,soft_decline,0,2026-08-12T13:29:00,186,hi-en
txn_00241,cust_1920,Rohan,13335.45,card,network_drop,transient,0,2026-08-13T03:04:00,1199,en
txn_00242,cust_6904,Vivaan,22025.91,upi,gateway_timeout,transient,0,2026-08-11T18:16:00,133,en
txn_00243,cust_6730,Sneha,553.61,card,expired_card,hard_decline,0,2026-08-12T04:11:00,15,hi-en
txn_00244,cust_7709,Myra,846.78,card,insufficient_funds,soft_decline,0,2026-08-06T01:54:00,140,hi-en
